Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
6467,2 BHK Flat for Sale in Whitefield,"Spacious 2 BHK apartment located in Whitefield, Bangalore. Furnished with modern amenities.",64.78 Lac,6477999.0,"Whitefield, Bangalore",605 sqft,Under Construction,20 out of 20,New Property,Furnished,East,,Green Heights,2.0,3.0,,,,,
6468,2 BHK Flat for Sale in Dwarka,"Spacious 2 BHK apartment located in Dwarka, Delhi. Unfurnished with modern amenities.",1.46 Cr,14633972.0,"Dwarka, Delhi",,Ready to Move,11 out of 12,Resale,Unfurnished,,Main Road,Maple Gardens,2.0,3.0,,Power Of Attorney,99 sqm,,
6469,2 BHK Flat for Sale in Kondapur,"Spacious 2 BHK apartment located in Kondapur, Hyderabad. Furnished with modern amenities.",62.46 Lac,6245774.0,"Kondapur, Hyderabad",606 sqft,Ready to Move,4 out of 6,New Property,Furnished,West,,Maple Gardens,2.0,,0.0,Co-operative Society,689 sqft,31x35,877 sqft
6470,4 BHK Flat for Sale in Vasant Kunj,"Spacious 4 BHK apartment located in Vasant Kunj, Delhi. Unfurnished with modern amenities.",3.09 Cr,30934821.0,"Vasant Kunj, Delhi",1526 sqft,Ready to Move,5 out of 8,Resale,Unfurnished,North,,Royal Park,4.0,,,,1994 sqft,29x49,
6471,1 BHK Flat for Sale in OMR,"Spacious 1 BHK apartment located in OMR, Chennai. Furnished with modern amenities.",37.91 Lac,,"OMR, Chennai",368 sqft,Ready to Move,7 out of 12,New Property,Furnished,,Not Available,Sunrise Gardens,2.0,1.0,,Power Of Attorney,483 sqft,44x40,
6472,1 BHK Flat for Sale in Maninagar,"Spacious 1 BHK apartment located in Maninagar, Ahmedabad. Furnished with modern amenities.",25.05 Lac,2504874.0,"Maninagar, Ahmedabad",385 sqft,Under Construction,6 out of 8,Resale,Furnished,,Main Road,Emerald Woods,2.0,2.0,0.0,Freehold,500 sqft,50x38,
6473,2 BHK Flat for Sale in Behala,"Spacious 2 BHK apartment located in Behala, Kolkata. Unfurnished with modern amenities.",44.69 Lac,,"Behala, Kolkata",84 sqm,Ready to Move,10 out of 12,Resale,Unfurnished,,Main Road,Emerald Gardens,3.0,1.0,,,,24x23,1362 sqft
6474,3 BHK Flat for Sale in Marathahalli,"Spacious 3 BHK apartment located in Marathahalli, Bangalore. Semi-Furnished with modern amenities.",98.24 Lac,9823635.0,"Marathahalli, Bangalore",991 sqft,Ready to Move,4 out of 10,Resale,Semi-Furnished,West,Pool,Maple Enclave,3.0,2.0,,Co-operative Society,118 sqm,,
6475,2 BHK Flat for Sale in Sector 62,"Spacious 2 BHK apartment located in Sector 62, Noida. Semi-Furnished with modern amenities.",59.18 Lac,5918104.0,"Sector 62, Noida",,Under Construction,9 out of 10,New Property,Semi-Furnished,North,,Maple Residency,2.0,2.0,0.0,Leasehold,817 sqft,,
6476,4 BHK Flat for Sale in Kothrud,"Spacious 4 BHK apartment located in Kothrud, Pune. Furnished with modern amenities.",97.38 Lac,,"Kothrud, Pune",1466 sqft,Under Construction,Basement out of 12,Resale,Furnished,,Club,Lake Park,4.0,1.0,,Power Of Attorney,1888 sqft,,
6477,2 BHK Flat for Sale in Borivali East,"Spacious 2 BHK apartment located in Borivali East, Mumbai. Semi-Furnished with modern amenities.",1.46 Cr,14646723.0,"Borivali East, Mumbai",689 sqft,Under Construction,Ground out of 6,New Property,Semi-Furnished,West,Club,,2.0,1.0,,Leasehold,916 sqft,,1140 sqft
6478,3 BHK Flat for Sale in Sector 57,"Spacious 3 BHK apartment located in Sector 57, Gurgaon. Furnished with modern amenities.",1.33 Cr,,"Sector 57, Gurgaon",1097 sqft,Ready to Move,Ground out of 10,Resale,Furnished,North-East,Club,Royal Heights,,3.0,1.0,,136 sqm,,
6479,3 BHK Flat for Sale in Marathahalli,"Spacious 3 BHK apartment located in Marathahalli, Bangalore. Semi-Furnished with modern amenities.",70.59 Lac,7059043.0,"Marathahalli, Bangalore",945 sqft,Under Construction,8 out of 15,New Property,Semi-Furnished,North-East,,Lake Enclave,3.0,0.0,,Co-operative Society,,,1109 sqft
6480,3 BHK Flat for Sale in Satellite,"Spacious 3 BHK apartment located in Satellite, Ahmedabad. Unfurnished with modern amenities.",92.86 Lac,,"Satellite, Ahmedabad",1093 sqft,Ready to Move,12 out of 12,New Property,Unfurnished,North-West,Not Available,Sunrise Residency,3.0,3.0,,Freehold,,,
6481,3 BHK Flat for Sale in Rohini,"Spacious 3 BHK apartment located in Rohini, Delhi. Semi-Furnished with modern amenities.",1.88 Cr,18796725.0,"Rohini, Delhi",959 sqft,Ready to Move,18 out of 25,Resale,Semi-Furnished,West,,Golden County,3.0,2.0,,,,,
6482,5 BHK Flat for Sale in Kukatpally,"Spacious 5 BHK apartment located in Kukatpally, Hyderabad. Semi-Furnished with modern amenities.",1.28 Cr,,"Kukatpally, Hyderabad",1565 sqft,Under Construction,4 out of 5,New Property,Semi-Furnished,South-East,Not Available,Emerald Gardens,5.0,1.0,0.0,,1784 sqft,,
6483,4 BHK Flat for Sale in Hinjewadi,"Spacious 4 BHK apartment located in Hinjewadi, Pune. Unfurnished with modern amenities.",1.19 Cr,11869851.0,"Hinjewadi, Pune",113 sqm,Under Construction,2 out of 6,Resale,Unfurnished,West,Club,Sunrise Gardens,4.0,2.0,,,,,
6484,1 BHK Flat for Sale in New Town,"Spacious 1 BHK apartment located in New Town, Kolkata. Unfurnished with modern amenities.",27.6 Lac,,"New Town, Kolkata",431 sqft,Ready to Move,7 out of 8,New Property,Unfurnished,South-East,Garden/Park,Sunrise Residency,1.0,1.0,,Power Of Attorney,,,
6485,1 BHK Flat for Sale in Andheri West,"Spacious 1 BHK apartment located in Andheri West, Mumbai. Semi-Furnished with modern amenities.",1.14 Cr,11363775.0,"Andheri West, Mumbai",398 sqft,Under Construction,Ground out of 6,Resale,Semi-Furnished,,Garden/Park,,2.0,,,Co-operative Society,518 sqft,35x58,
6486,2 BHK Flat for Sale in Velachery,"Spacious 2 BHK apartment located in Velachery, Chennai. Furnished with modern amenities.",72.65 Lac,,"Velachery, Chennai",631 sqft,Under Construction,3 out of 4,New Property,Furnished,East,,Green County,3.0,,,Co-operative Society,72 sqm,,
6487,5 BHK Flat for Sale in Kondapur,"Spacious 5 BHK apartment located in Kondapur, Hyderabad. Semi-Furnished with modern amenities.",1.25 Cr,,"Kondapur, Hyderabad",1556 sqft,Under Construction,Ground out of 5,Resale,Semi-Furnished,North,Garden/Park,,5.0,1.0,,Freehold,1762 sqft,,1861 sqft
6488,4 BHK Flat for Sale in Kukatpally,"Spacious 4 BHK apartment located in Kukatpally, Hyderabad. Furnished with modern amenities.",1.01 Cr,10061139.0,"Kukatpally, Hyderabad",104 sqm,Ready to Move,6 out of 8,Resale,Furnished,North,,Palm Residency,3.0,0.0,2.0,Freehold,,,
6489,3 BHK Flat for Sale in Velachery,"Spacious 3 BHK apartment located in Velachery, Chennai. Semi-Furnished with modern amenities.",1.2 Cr,11958629.0,"Velachery, Chennai",1107 sqft,Ready to Move,4 out of 20,Resale,Semi-Furnished,North,,Lake Heights,3.0,0.0,,Co-operative Society,1401 sqft,,
6490,2 BHK Flat for Sale in Marathahalli,"Spacious 2 BHK apartment located in Marathahalli, Bangalore. Furnished with modern amenities.",Call for Price,10686119.0,"Marathahalli, Bangalore",692 sqft,Under Construction,18 out of 20,Resale,Furnished,South-East,Main Road,,2.0,1.0,0.0,Co-operative Society,921 sqft,38x52,
6491,4 BHK Flat for Sale in Dadar West,"Spacious 4 BHK apartment located in Dadar West, Mumbai. Unfurnished with modern amenities.",3.23 Cr,,"Dadar West, Mumbai",1631 sqft,Under Construction,6 out of 6,Resale,Unfurnished,North-East,Main Road,Lake Park,,0.0,,,,32x37,
6492,3 BHK Flat for Sale in Gachibowli,"Spacious 3 BHK apartment located in Gachibowli, Hyderabad. Unfurnished with modern amenities.",51.6 Lac,5159592.0,"Gachibowli, Hyderabad",101 sqm,Under Construction,2 out of 25,Resale,Unfurnished,South,Club,Maple Heights,4.0,2.0,2.0,Leasehold,1383 sqft,29x28,
6493,2 BHK Flat for Sale in Whitefield,"Spacious 2 BHK apartment located in Whitefield, Bangalore. Semi-Furnished with modern amenities.",86.4 Lac,8639693.0,"Whitefield, Bangalore",702 sqft,Under Construction,1 out of 15,New Property,Semi-Furnished,South,Main Road,Green Heights,2.0,2.0,,Leasehold,890 sqft,,
6494,4 BHK Flat for Sale in Sohna Road,"Spacious 4 BHK apartment located in Sohna Road, Gurgaon. Unfurnished with modern amenities.",2.62 Cr,26233841.0,"Sohna Road, Gurgaon",1638 sqft,Under Construction,5 out of 8,Resale,Unfurnished,North-West,Pool,Royal County,3.0,1.0,0.0,Leasehold,1994 sqft,,
6495,4 BHK Flat for Sale in Sector 82,"Spacious 4 BHK apartment located in Sector 82, Gurgaon. Furnished with modern amenities.",2.58 Cr,25777099.0,"Sector 82, Gurgaon",,Under Construction,14 out of 25,Resale,Furnished,North-West,Main Road,Royal Woods,5.0,1.0,0.0,Freehold,,30x22,
6496,3 BHK Flat for Sale in Electronic City,"Spacious 3 BHK apartment located in Electronic City, Bangalore. Unfurnished with modern amenities.",1.38 Cr,13820421.0,"Electronic City, Bangalore",1262 sqft,Ready to Move,14 out of 15,Resale,Unfurnished,,Not Available,Maple County,3.0,,,Power Of Attorney,1501 sqft,25x22,2035 sqft
6497,2 BHK Flat for Sale in Whitefield,"Spacious 2 BHK apartment located in Whitefield, Bangalore. Unfurnished with modern amenities.",44.49 Lac,4449176.0,"Whitefield, Bangalore",600 sqft,Under Construction,7 out of 20,New Property,Unfurnished,,Not Available,,1.0,3.0,1.0,Freehold,,53x25,
6498,3 BHK Flat for Sale in Vasant Kunj,"Spacious 3 BHK apartment located in Vasant Kunj, Delhi. Furnished with modern amenities.",2.28 Cr,22833601.0,"Vasant Kunj, Delhi",,Under Construction,3 out of 8,Resale,Furnished,North-West,Not Available,,4.0,1.0,1.0,,,,
6499,2 BHK Flat for Sale in Thane West,"Spacious 2 BHK apartment located in Thane West, Mumbai. Semi-Furnished with modern amenities.",2.0 Cr,19954570.0,"Thane West, Mumbai",619 sqft,Ready to Move,1 out of 5,New Property,Semi-Furnished,North-West,Club,Emerald Woods,3.0,0.0,2.0,Co-operative Society,770 sqft,,
6500,1 BHK Flat for Sale in Yelahanka,"Spacious 1 BHK apartment located in Yelahanka, Bangalore. Furnished with modern amenities.",28.22 Lac,2822381.0,"Yelahanka, Bangalore",371 sqft,Ready to Move,1 out of 12,Resale,Furnished,South-East,Club,Silver Woods,1.0,,,Freehold,492 sqft,35x36,
6501,5 BHK Flat for Sale in Wakad,"Spacious 5 BHK apartment located in Wakad, Pune. Unfurnished with modern amenities.",1.63 Cr,16272483.0,"Wakad, Pune",176 sqm,Ready to Move,5 out of 8,New Property,Unfurnished,North,,Emerald Park,6.0,2.0,,Leasehold,2526 sqft,,
6502,2 BHK Flat for Sale in Sohna Road,"Spacious 2 BHK apartment located in Sohna Road, Gurgaon. Semi-Furnished with modern amenities.",63.59 Lac,6358693.0,"Sohna Road, Gurgaon",,Ready to Move,7 out of 8,New Property,Semi-Furnished,West,,Royal Park,2.0,,,Power Of Attorney,799 sqft,,
6503,3 BHK Flat for Sale in Gachibowli,"Spacious 3 BHK apartment located in Gachibowli, Hyderabad. Unfurnished with modern amenities.",1.05 Cr,10486029.0,"Gachibowli, Hyderabad",1281 sqft,Ready to Move,3 out of 5,New Property,Unfurnished,,,Golden Towers,3.0,3.0,,Power Of Attorney,,37x42,
6504,4 BHK Flat for Sale in Vastrapur,"Spacious 4 BHK apartment located in Vastrapur, Ahmedabad. Unfurnished with modern amenities.",Call for Price,5653960.0,"Vastrapur, Ahmedabad",1208 sqft,Ready to Move,2 out of 4,New Property,Unfurnished,South-West,Not Available,Golden County,4.0,1.0,,,1584 sqft,,2171 sqft
6505,3 BHK Flat for Sale in Sector 82,"Spacious 3 BHK apartment located in Sector 82, Gurgaon. Semi-Furnished with modern amenities.",1.03 Cr,10279432.0,"Sector 82, Gurgaon",1137 sqft,Under Construction,23 out of 25,New Property,Semi-Furnished,South-West,Club,,3.0,,0.0,Co-operative Society,1396 sqft,56x54,
6506,3 BHK Flat for Sale in Chembur,"Spacious 3 BHK apartment located in Chembur, Mumbai. Semi-Furnished with modern amenities.",2.14 Cr,21375146.0,"Chembur, Mumbai",96 sqm,Ready to Move,4 out of 5,Resale,Semi-Furnished,South-East,,,3.0,3.0,1.0,,,,
6507,3 BHK Flat for Sale in Viman Nagar,"Spacious 3 BHK apartment located in Viman Nagar, Pune. Furnished with modern amenities.",90.12 Lac,9012064.0,"Viman Nagar, Pune",997 sqft,Ready to Move,1 out of 6,Resale,Furnished,,,Emerald County,3.0,2.0,2.0,Freehold,1184 sqft,33x30,
6508,5 BHK Flat for Sale in Vasant Kunj,"Spacious 5 BHK apartment located in Vasant Kunj, Delhi. Furnished with modern amenities.",2.81 Cr,,"Vasant Kunj, Delhi",,Ready to Move,6 out of 10,Resale,Furnished,South,Main Road,Emerald Towers,6.0,2.0,,,1384 sqft,,
6509,4 BHK Flat for Sale in Behala,"Spacious 4 BHK apartment located in Behala, Kolkata. Semi-Furnished with modern amenities.",1.24 Cr,,"Behala, Kolkata",1367 sqft,Under Construction,Basement out of 6,New Property,Semi-Furnished,,,Royal Woods,5.0,1.0,,Co-operative Society,1569 sqft,32x22,
6510,3 BHK Flat for Sale in Sector 78,"Spacious 3 BHK apartment located in Sector 78, Noida. Furnished with modern amenities.",78.9 Lac,7890088.0,"Sector 78, Noida",1049 sqft,Ready to Move,13 out of 20,Resale,Furnished,North,Main Road,Green Heights,3.0,0.0,,Freehold,1338 sqft,,
6511,3 BHK Flat for Sale in Sector 78,"Spacious 3 BHK apartment located in Sector 78, Noida. Semi-Furnished with modern amenities.",79.4 Lac,7939856.0,"Sector 78, Noida",1175 sqft,Under Construction,11 out of 15,Resale,Semi-Furnished,,Pool,Sunrise Woods,3.0,2.0,,Power Of Attorney,1548 sqft,35x22,1570 sqft
6512,3 BHK Flat for Sale in Rajarhat,"Spacious 3 BHK apartment located in Rajarhat, Kolkata. Semi-Furnished with modern amenities.",88.23 Lac,8822677.0,"Rajarhat, Kolkata",89 sqm,Under Construction,1 out of 6,Resale,Semi-Furnished,,Garden/Park,Maple County,4.0,2.0,,,,,
6513,3 BHK Flat for Sale in Salt Lake,"Spacious 3 BHK apartment located in Salt Lake, Kolkata. Semi-Furnished with modern amenities.",Call for Price,,"Salt Lake, Kolkata",1090 sqft,Under Construction,1 out of 8,New Property,Semi-Furnished,South,Main Road,Maple Gardens,2.0,0.0,1.0,Leasehold,,,1687 sqft
6514,4 BHK Flat for Sale in Anna Nagar,"Spacious 4 BHK apartment located in Anna Nagar, Chennai. Unfurnished with modern amenities.",1.44 Cr,,"Anna Nagar, Chennai",208 sqm,Ready to Move,15 out of 15,New Property,Unfurnished,East,Pool,Silver Woods,4.0,,,Freehold,2730 sqft,58x20,
6515,4 BHK Flat for Sale in Behala,"Spacious 4 BHK apartment located in Behala, Kolkata. Semi-Furnished with modern amenities.",82.89 Lac,,"Behala, Kolkata",1214 sqft,Under Construction,4 out of 4,New Property,Semi-Furnished,North-East,Club,Maple Residency,4.0,2.0,0.0,Leasehold,1398 sqft,46x31,
6516,1 BHK Flat for Sale in Madhapur,"Spacious 1 BHK apartment located in Madhapur, Hyderabad. Semi-Furnished with modern amenities.",20.48 Lac,2047981.0,"Madhapur, Hyderabad",328 sqft,Ready to Move,7 out of 10,Resale,Semi-Furnished,North-East,Main Road,Maple Residency,2.0,3.0,1.0,,40 sqm,24x41,
6517,2 BHK Flat for Sale in Behala,"Spacious 2 BHK apartment located in Behala, Kolkata. Unfurnished with modern amenities.",50.94 Lac,5094026.0,"Behala, Kolkata",668 sqft,Under Construction,8 out of 12,Resale,Unfurnished,North,Pool,Lake Gardens,2.0,,,Freehold,,47x29,
6518,3 BHK Flat for Sale in Sarjapur Road,"Spacious 3 BHK apartment located in Sarjapur Road, Bangalore. Unfurnished with modern amenities.",1.04 Cr,,"Sarjapur Road, Bangalore",1247 sqft,Under Construction,11 out of 25,New Property,Unfurnished,West,Garden/Park,Green Towers,3.0,2.0,1.0,,,46x45,
6519,2 BHK Flat for Sale in Porur,"Spacious 2 BHK apartment located in Porur, Chennai. Furnished with modern amenities.",45.38 Lac,,"Porur, Chennai",683 sqft,Ready to Move,2 out of 10,Resale,Furnished,North,Not Available,Palm Enclave,2.0,,0.0,Co-operative Society,,,1165 sqft
6520,3 BHK Flat for Sale in Satellite,"Spacious 3 BHK apartment located in Satellite, Ahmedabad. Semi-Furnished with modern amenities.",51.37 Lac,5137353.0,"Satellite, Ahmedabad",808 sqft,Under Construction,2 out of 12,Resale,Semi-Furnished,South-East,,Maple Gardens,4.0,3.0,,Co-operative Society,,55x48,
6521,2 BHK Flat for Sale in Rohini,"Spacious 2 BHK apartment located in Rohini, Delhi. Semi-Furnished with modern amenities.",78.51 Lac,7851118.0,"Rohini, Delhi",654 sqft,Under Construction,3 out of 5,New Property,Semi-Furnished,South-East,,,3.0,2.0,1.0,Co-operative Society,,,
6522,5 BHK Flat for Sale in Sector 57,"Spacious 5 BHK apartment located in Sector 57, Gurgaon. Semi-Furnished with modern amenities.",2.72 Cr,,"Sector 57, Gurgaon",1799 sqft,Under Construction,6 out of 15,New Property,Semi-Furnished,South-East,Main Road,Lake Heights,5.0,1.0,,Power Of Attorney,,,
6523,3 BHK Flat for Sale in Sector 150,"Spacious 3 BHK apartment located in Sector 150, Noida. Semi-Furnished with modern amenities.",98.45 Lac,9845139.0,"Sector 150, Noida",1219 sqft,Ready to Move,11 out of 12,Resale,Semi-Furnished,North-West,,Emerald Park,2.0,1.0,1.0,Leasehold,136 sqm,,
6524,4 BHK Flat for Sale in Maninagar,"Spacious 4 BHK apartment located in Maninagar, Ahmedabad. Semi-Furnished with modern amenities.",73.66 Lac,7365875.0,"Maninagar, Ahmedabad",146 sqm,Under Construction,12 out of 15,Resale,Semi-Furnished,North-West,,Orchid Woods,4.0,0.0,0.0,Freehold,180 sqm,,
6525,2 BHK Flat for Sale in OMR,"Spacious 2 BHK apartment located in OMR, Chennai. Furnished with modern amenities.",47.24 Lac,,"OMR, Chennai",516 sqft,Under Construction,Ground out of 4,Resale,Furnished,South-East,,Sunrise Woods,3.0,0.0,1.0,Co-operative Society,,,
6526,2 BHK Flat for Sale in Porur,"Spacious 2 BHK apartment located in Porur, Chennai. Unfurnished with modern amenities.",62.87 Lac,,"Porur, Chennai",668 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,South-West,Pool,Silver County,2.0,,2.0,Freehold,79 sqm,,
6527,2 BHK Flat for Sale in Sector 62,"Spacious 2 BHK apartment located in Sector 62, Noida. Furnished with modern amenities.",43.46 Lac,,"Sector 62, Noida",720 sqft,Ready to Move,4 out of 5,New Property,Furnished,,Club,Silver Towers,3.0,1.0,,Co-operative Society,895 sqft,,
6528,3 BHK Flat for Sale in Madhapur,"Spacious 3 BHK apartment located in Madhapur, Hyderabad. Furnished with modern amenities.",59.88 Lac,5987926.0,"Madhapur, Hyderabad",791 sqft,Ready to Move,6 out of 6,Resale,Furnished,,Pool,,3.0,0.0,,Power Of Attorney,919 sqft,,
6529,3 BHK Flat for Sale in Bopal,"Spacious 3 BHK apartment located in Bopal, Ahmedabad. Semi-Furnished with modern amenities.",53.16 Lac,5315860.0,"Bopal, Ahmedabad",841 sqft,Under Construction,7 out of 12,Resale,Semi-Furnished,North-East,Club,Sunrise Residency,3.0,2.0,,Freehold,88 sqm,50x36,
6530,3 BHK Flat for Sale in Janakpuri,"Spacious 3 BHK apartment located in Janakpuri, Delhi. Furnished with modern amenities.",2.26 Cr,22560321.0,"Janakpuri, Delhi",1121 sqft,Under Construction,25 out of 25,Resale,Furnished,,,Sunrise Heights,4.0,1.0,0.0,,1323 sqft,,
6531,2 BHK Flat for Sale in Vastrapur,"Spacious 2 BHK apartment located in Vastrapur, Ahmedabad. Semi-Furnished with modern amenities.",32.99 Lac,3299456.0,"Vastrapur, Ahmedabad",66 sqm,Ready to Move,19 out of 20,New Property,Semi-Furnished,South-East,,,2.0,3.0,2.0,Leasehold,900 sqft,,1105 sqft
6532,4 BHK Flat for Sale in Baner,"Spacious 4 BHK apartment located in Baner, Pune. Semi-Furnished with modern amenities.",97.16 Lac,,"Baner, Pune",1419 sqft,Ready to Move,10 out of 10,New Property,Semi-Furnished,West,Garden/Park,Palm Residency,4.0,0.0,2.0,Freehold,1821 sqft,,
6533,3 BHK Flat for Sale in Kothrud,"Spacious 3 BHK apartment located in Kothrud, Pune. Semi-Furnished with modern amenities.",86.44 Lac,,"Kothrud, Pune",1060 sqft,Ready to Move,18 out of 25,Resale,Semi-Furnished,South-West,Not Available,Golden Residency,2.0,0.0,2.0,Co-operative Society,1264 sqft,38x32,
6534,3 BHK Flat for Sale in Satellite,"Spacious 3 BHK apartment located in Satellite, Ahmedabad. Furnished with modern amenities.",74.73 Lac,7473084.0,"Satellite, Ahmedabad",1141 sqft,Under Construction,3 out of 4,Resale,Furnished,South,Club,,4.0,1.0,,Co-operative Society,1444 sqft,,
6535,3 BHK Flat for Sale in Malad West,"Spacious 3 BHK apartment located in Malad West, Mumbai. Furnished with modern amenities.",2.57 Cr,,"Malad West, Mumbai",1372 sqft,Ready to Move,10 out of 25,Resale,Furnished,,Pool,Palm Heights,3.0,0.0,1.0,,1601 sqft,,
6536,2 BHK Flat for Sale in New Town,"Spacious 2 BHK apartment located in New Town, Kolkata. Furnished with modern amenities.",58.56 Lac,5855975.0,"New Town, Kolkata",696 sqft,Ready to Move,9 out of 12,New Property,Furnished,South,Garden/Park,,1.0,2.0,,,,53x21,
